pais,provincia_departamento,ciudad,property_type,rooms,bedrooms,bathrooms,surface_total,price_USD,precio_m2
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,1.0,60,29727,495.45
Colombia,Atlántico,Barranquilla,Apartamento,2.0,2.0,2.0,100,145885,1458.85
Colombia,Norte de Santander,Los Patios,Apartamento,3.0,3.0,4.0,138,96339,698.1086957
Colombia,Valle del Cauca,Cali,Apartamento,1.0,1.0,1.0,55,35783,650.6
Colombia,Valle del Cauca,Cali,Apartamento,2.0,2.0,2.0,59,39912,676.4745763
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,59,63309,1073.033898
Colombia,Cundinamarca,Chía,Apartamento,3.0,3.0,2.0,94,90834,966.3191489
Colombia,Cundinamarca,Bogotá D.C,Apartamento,1.0,1.0,1.0,24,45968,1915.333333
Argentina,Bs.As. G.B.A. Zona Sur,Avellaneda,Departamento,2.0,1.0,1.0,34,50000,1470.588235
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,34,49500,1455.882353
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,69,118464,1716.869565
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,100,75695,756.95
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,89,99092,1113.393258
Argentina,Capital Federal,Recoleta,Departamento,2.0,1.0,1.0,39,158000,4051.282051
Argentina,Capital Federal,Parque Centenario,Departamento,2.0,1.0,1.0,37,85000,2297.297297
Argentina,Capital Federal,Balvanera,Departamento,1.0,1.0,1.0,34,100000,2941.176471
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,2.0,1.0,1.0,41,70000,1707.317073
Argentina,Capital Federal,Almagro,Departamento,2.0,1.0,1.0,40,94500,2362.5
Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Departamento,2.0,1.0,1.0,28,69000,2464.285714
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,76,75695,995.9868421
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,35,75000,2142.857143
Argentina,Capital Federal,Versalles,Departamento,2.0,1.0,1.0,36,83000,2305.555556
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,52,87066,1674.346154
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,52,86000,1653.846154
Argentina,Capital Federal,Paternal,Departamento,2.0,1.0,1.0,43,85000,1976.744186
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,3.0,2.0,2.0,110,320000,2909.090909
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,4.0,345,385356,1116.973913
Argentina,Capital Federal,Belgrano,Departamento,3.0,2.0,2.0,85,220000,2588.235294
Colombia,Atlántico,Barranquilla,Apartamento,2.0,2.0,2.0,90,82576,917.5111111
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,1.0,55,60556,1101.018182
Argentina,Capital Federal,Almagro,Departamento,3.0,2.0,1.0,54,135000,2500
Argentina,Capital Federal,Boedo,Departamento,3.0,2.0,1.0,57,138000,2421.052632
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,38,108000,2842.105263
Colombia,Cundinamarca,Mosquera,Apartamento,3.0,3.0,2.0,73,61932,848.3835616
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,3.0,117,350000,2991.452991
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,43,57000,1325.581395
Colombia,Antioquia,Envigado,Apartamento,2.0,2.0,2.0,68,86705,1275.073529
Colombia,Cundinamarca,Soacha,Apartamento,3.0,3.0,1.0,54,27525,509.7222222
Argentina,Capital Federal,Belgrano,Departamento,2.0,1.0,2.0,66,219764,3329.757576
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,35,48000,1371.428571
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,10,632976,63297.6
Colombia,Valle del Cauca,Cali,Apartamento,4.0,4.0,4.0,126,82576,655.3650794
Colombia,Boyacá,Tunja,Apartamento,3.0,3.0,2.0,80,68814,860.175
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,87,121112,1392.091954
Colombia,Antioquia,Medellín,Apartamento,2.0,2.0,2.0,100,143132,1431.32
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,79,115607,1463.379747
Colombia,Atlántico,Barranquilla,Apartamento,2.0,2.0,1.0,64,35783,559.109375
Colombia,Cundinamarca,Chía,Apartamento,3.0,3.0,2.0,76,75695,995.9868421
Argentina,Misiones,Posadas,Departamento,4.0,3.0,3.0,110,220000,2000
Argentina,Capital Federal,Floresta,Departamento,4.0,3.0,1.0,68,170000,2500
Argentina,Capital Federal,Belgrano,Departamento,3.0,2.0,1.0,61,200000,3278.688525
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,2.0,86,104597,1216.244186
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,3.0,138,284889,2064.413043
Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Departamento,3.0,2.0,1.0,50,89500,1790
Argentina,Capital Federal,Villa Lugano,Departamento,3.0,2.0,1.0,40,38000,950
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,72,93587,1299.819444
Argentina,Capital Federal,San Cristobal,Departamento,3.0,2.0,2.0,101,205000,2029.70297
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,105,151390,1441.809524
Colombia,Risaralda,Pereira,Apartamento,1.0,1.0,2.0,50,52298,1045.96
Argentina,Capital Federal,Belgrano,Departamento,2.0,1.0,1.0,62,186000,3000
Argentina,Capital Federal,Boedo,Departamento,2.0,1.0,1.0,34,80000,2352.941176
Argentina,Capital Federal,San Cristobal,Departamento,2.0,1.0,1.0,41,84900,2070.731707
Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,Departamento,4.0,3.0,2.0,155,680000,4387.096774
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,1.0,80,320000,4000
Colombia,Atlántico,Barranquilla,Apartamento,4.0,4.0,3.0,144,93587,649.9097222
Argentina,Capital Federal,Palermo,Departamento,4.0,3.0,2.0,165,530000,3212.121212
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,240,181668,756.95
Argentina,Capital Federal,Villa Urquiza,Departamento,3.0,2.0,2.0,83,245000,2951.807229
Colombia,Valle del Cauca,Jamundí,Apartamento,2.0,2.0,2.0,54,35783,662.6481481
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,55,120000,2181.818182
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,57,49518,868.7368421
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,54,175000,3240.740741
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,1.0,37,37159,1004.297297
Argentina,Capital Federal,Coghlan,Departamento,3.0,2.0,1.0,56,125000,2232.142857
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,4.0,160,189926,1187.0375
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,3.0,150,210570,1403.8
Colombia,Antioquia,Bello,Apartamento,3.0,3.0,2.0,92,49546,538.5434783
Argentina,Bs.As. G.B.A. Zona Norte,San Miguel,Departamento,2.0,1.0,1.0,40,57000,1425
Argentina,Córdoba,Córdoba,Departamento,3.0,2.0,2.0,70,90000,1285.714286
Argentina,Capital Federal,Caballito,Departamento,2.0,1.0,1.0,40,105000,2625
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,4.0,160,247179,1544.86875
Argentina,Capital Federal,Recoleta,Departamento,5.0,4.0,4.0,180,600000,3333.333333
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,75,123865,1651.533333
Argentina,Capital Federal,Recoleta,Departamento,1.0,1.0,1.0,24,85000,3541.666667
Argentina,Capital Federal,Recoleta,Departamento,4.0,2.0,4.0,97,350000,3608.247423
Argentina,Capital Federal,Recoleta,Departamento,3.0,2.0,1.0,75,310000,4133.333333
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,1.0,1.0,1.0,28,25000,892.8571429
Argentina,Capital Federal,Chacarita,Departamento,3.0,2.0,1.0,58,120000,2068.965517
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,95,130746,1376.273684
Argentina,Mendoza,Godoy Cruz,Departamento,1.0,1.0,1.0,65,63000,969.2307692
Colombia,Valle del Cauca,Cali,Apartamento,2.0,2.0,2.0,62,46793,754.7258065
Argentina,Capital Federal,Villa Lugano,Departamento,4.0,3.0,1.0,65,59900,921.5384615
Colombia,Cundinamarca,Bogotá D.C,Apartamento,4.0,4.0,5.0,285,770713,2704.25614
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,207,330306,1595.681159
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,2.0,110,77897,708.1545455
Argentina,Capital Federal,Villa Crespo,Departamento,3.0,2.0,1.0,50,95000,1900
Argentina,Buenos Aires Costa Atlántica,Miramar,Departamento,3.0,2.0,2.0,62,95000,1532.258065
Argentina,Capital Federal,Belgrano,Departamento,4.0,3.0,3.0,171,1350000,7894.736842
Argentina,Córdoba,Córdoba,Departamento,4.0,2.0,1.0,41,40000,975.6097561
Colombia,Cundinamarca,Bogotá D.C,Apartamento,1.0,1.0,1.0,40,34407,860.175
Argentina,Buenos Aires Interior,Luján,Departamento,2.0,1.0,1.0,41,95000,2317.073171
Argentina,Capital Federal,Villa Devoto,Departamento,2.0,1.0,1.0,46,88000,1913.043478
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,3.0,113,112854,998.7079646
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,35,72000,2057.142857
Colombia,Valle del Cauca,Jamundí,Apartamento,3.0,3.0,2.0,59,38536,653.1525424
Argentina,Capital Federal,Palermo,Departamento,4.0,3.0,3.0,266,1680000,6315.789474
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,72,79824,1108.666667
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,29,106000,3655.172414
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,1.0,1.0,1.0,33,55000,1666.666667
Argentina,Capital Federal,Villa Ortuzar,Departamento,3.0,2.0,1.0,60,150000,2500
Argentina,Capital Federal,Barrio Norte,Departamento,2.0,1.0,1.0,31,75000,2419.354839
Argentina,Capital Federal,Saavedra,Departamento,2.0,1.0,1.0,40,28615,715.375
Argentina,Bs.As. G.B.A. Zona Oeste,Tres de Febrero,Departamento,2.0,1.0,1.0,40,78000,1950
Argentina,Capital Federal,Villa Pueyrredón,Departamento,2.0,1.0,1.0,33,89900,2724.242424
Argentina,Santa Fe,Rosario,Departamento,4.0,3.0,1.0,142,318000,2239.43662
Argentina,Capital Federal,Villa Crespo,Departamento,3.0,2.0,1.0,50,125000,2500
Argentina,Capital Federal,Almagro,Departamento,3.0,2.0,1.0,100,174500,1745
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,5.0,225,247729,1101.017778
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,117,214699,1835.034188
Argentina,Capital Federal,Retiro,Departamento,3.0,2.0,1.0,110,460000,4181.818182
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,133,178915,1345.225564
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,36,66900,1858.333333
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,1.0,52,65000,1250
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,98,126617,1292.010204
Argentina,Bs.As. G.B.A. Zona Norte,San Miguel,Departamento,2.0,1.0,1.0,56,70000,1250
Argentina,Capital Federal,Barrio Norte,Departamento,2.0,1.0,1.0,38,119500,3144.736842
Argentina,Capital Federal,Almagro,Departamento,2.0,1.0,1.0,32,85000,2656.25
Argentina,Capital Federal,Congreso,Departamento,2.0,1.0,1.0,32,69900,2184.375
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,2.0,1.0,1.0,54,85000,1574.074074
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,65,49546,762.2461538
Argentina,Capital Federal,Recoleta,Departamento,1.0,1.0,1.0,29,115000,3965.517241
Argentina,Capital Federal,Abasto,Departamento,4.0,3.0,1.0,100,180000,1800
Argentina,Capital Federal,Recoleta,Departamento,3.0,2.0,2.0,70,220000,3142.857143
Argentina,Capital Federal,Caballito,Departamento,3.0,2.0,1.0,65,142990,2199.846154
Argentina,Capital Federal,Belgrano,Departamento,3.0,2.0,1.0,51,148000,2901.960784
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,1.0,60,26975,449.5833333
Argentina,Capital Federal,Almagro,Departamento,2.0,1.0,1.0,40,67000,1675
Argentina,Capital Federal,Belgrano,Departamento,2.0,1.0,1.0,33,76000,2303.030303
Argentina,Capital Federal,Almagro,Departamento,2.0,1.0,1.0,36,74000,2055.555556
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,72,101844,1414.5
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,88,99092,1126.045455
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,4.0,242,481696,1990.479339
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,50,125000,2500
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,38,57900,1523.684211
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,2.0,70,63309,904.4142857
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,1.0,60,46793,779.8833333
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,1.0,1.0,1.0,31,59900,1932.258065
Argentina,Capital Federal,Recoleta,Departamento,2.0,1.0,1.0,25,90000,3600
Colombia,Cundinamarca,Madrid,Apartamento,3.0,3.0,2.0,60,30416,506.9333333
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,74,115607,1562.256757
Argentina,Capital Federal,Once,Departamento,2.0,1.0,1.0,33,87000,2636.363636
Colombia,Antioquia,Medellín,Apartamento,2.0,2.0,2.0,54,63309,1172.388889
Colombia,Cundinamarca,Bogotá D.C,Apartamento,4.0,4.0,5.0,199,275255,1383.190955
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,1.0,59,125000,2118.644068
Colombia,Antioquia,Bello,Apartamento,1.0,1.0,1.0,40,48170,1204.25
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,76,82576,1086.526316
Colombia,Cundinamarca,Chía,Apartamento,4.0,4.0,3.0,138,123865,897.5724638
Colombia,Antioquia,Medellín,Apartamento,4.0,4.0,4.0,116,93587,806.7844828
Argentina,Mendoza,Mendoza,Departamento,3.0,2.0,2.0,120,170000,1416.666667
Argentina,Capital Federal,Barrio Norte,Departamento,3.0,2.0,1.0,60,165000,2750
Argentina,Capital Federal,Floresta,Departamento,2.0,1.0,1.0,38,67000,1763.157895
Argentina,Capital Federal,Barrio Norte,Departamento,3.0,3.0,2.0,85,210000,2470.588235
Argentina,Capital Federal,Recoleta,Departamento,5.0,4.0,2.0,154,520000,3376.623377
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,32,59900,1871.875
Argentina,Capital Federal,Retiro,Departamento,1.0,1.0,1.0,29,99000,3413.793103
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,49,126500,2581.632653
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,1.0,58,125000,2155.172414
Argentina,Bs.As. G.B.A. Zona Norte,Vicente López,Departamento,1.0,1.0,1.0,46,160000,3478.26087
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,39,85000,2179.487179
Argentina,Capital Federal,Palermo,Departamento,2.0,1.0,1.0,41,92000,2243.902439
Argentina,Santa Fe,Rosario,Departamento,5.0,3.0,2.0,89,130000,1460.674157
Colombia,Santander,Bucaramanga,Apartamento,1.0,1.0,1.0,55,38536,700.6545455
Argentina,Capital Federal,Villa Crespo,Departamento,3.0,2.0,1.0,48,120000,2500
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,2.0,60,81200,1353.333333
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,118,96339,816.4322034
Argentina,Bs.As. G.B.A. Zona Oeste,La Matanza,Departamento,3.0,2.0,1.0,73,93000,1273.972603
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,3.0,98,222910,2274.591837
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,3.0,91,134875,1482.142857
Argentina,Capital Federal,Balvanera,Departamento,3.0,2.0,1.0,60,123500,2058.333333
Argentina,Bs.As. G.B.A. Zona Norte,San Fernando,Departamento,3.0,2.0,2.0,50,139000,2780
Colombia,Santander,Bucaramanga,Apartamento,3.0,3.0,2.0,108,89458,828.3148148
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,3.0,72,38536,535.2222222
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,34,49500,1455.882353
Colombia,Antioquia,Envigado,Apartamento,3.0,3.0,4.0,117,166529,1423.324786
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,84,71250,848.2142857
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,43,69000,1604.651163
Argentina,Capital Federal,Mataderos,Departamento,1.0,1.0,1.0,36,47000,1305.555556
Argentina,Capital Federal,Palermo,Departamento,5.0,3.0,2.0,175,990000,5657.142857
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,35,68500,1957.142857
Argentina,Capital Federal,Retiro,Departamento,4.0,3.0,2.0,182,690000,3791.208791
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,5.0,270,300028,1111.214815
Colombia,Antioquia,Medellín,Apartamento,3.0,3.0,3.0,165,266997,1618.163636
Argentina,Bs.As. G.B.A. Zona Sur,Quilmes,Departamento,2.0,1.0,1.0,48,80000,1666.666667
Argentina,Capital Federal,Colegiales,Departamento,3.0,2.0,2.0,102,350000,3431.372549
Argentina,Bs.As. G.B.A. Zona Norte,Tigre,Departamento,2.0,1.0,1.0,40,115000,2875
Argentina,Córdoba,Córdoba,Departamento,4.0,2.0,1.0,80,116000,1450
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,1.0,43,33031,768.1627907
Colombia,Atlántico,Barranquilla,Apartamento,2.0,2.0,3.0,78,75145,963.3974359
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,41,69500,1695.121951
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,66,96339,1459.681818
Argentina,Capital Federal,Belgrano,Departamento,3.0,2.0,1.0,70,270000,3857.142857
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,1.0,1.0,1.0,27,78900,2922.222222
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,60,44041,734.0166667
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,7.0,4.0,3.0,210,220000,1047.619048
Argentina,Santa Fe,Rosario,Departamento,3.0,2.0,2.0,90,255000,2833.333333
Argentina,Capital Federal,Palermo,Departamento,1.0,1.0,1.0,51,145000,2843.137255
Argentina,Santa Fe,Rosario,Departamento,6.0,3.0,2.0,120,150000,1250
Argentina,Capital Federal,Palermo,Departamento,1.0,1.0,1.0,25,98200,3928
Argentina,Capital Federal,Congreso,Departamento,2.0,1.0,1.0,39,115000,2948.717949
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,3.0,90,173410,1926.777778
Argentina,Capital Federal,Villa Crespo,Departamento,2.0,1.0,1.0,37,89900,2429.72973
Argentina,Capital Federal,Villa Crespo,Departamento,3.0,2.0,1.0,60,169000,2816.666667
Argentina,Capital Federal,Belgrano,Departamento,2.0,1.0,1.0,34,90500,2661.764706
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,1.0,1.0,1.0,29,65900,2272.413793
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,82,140380,1711.95122
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,3.0,2.0,2.0,105,300000,2857.142857
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,2.0,2.0,50,104900,2098
Argentina,Mendoza,Godoy Cruz,Departamento,5.0,3.0,2.0,90,85000,944.4444444
Colombia,Antioquia,Medellín,Apartamento,2.0,2.0,1.0,40,38536,963.4
Argentina,Capital Federal,Caballito,Departamento,2.0,1.0,1.0,28,78000,2785.714286
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,36,74900,2080.555556
Argentina,Santa Fe,Rosario,Departamento,4.0,2.0,2.0,90,130000,1444.444444
Argentina,Capital Federal,Congreso,Departamento,3.0,2.0,1.0,54,140000,2592.592593
Argentina,Capital Federal,Paternal,Departamento,3.0,2.0,1.0,47,110000,2340.425532
Argentina,Buenos Aires Costa Atlántica,San Clemente del Tuyú,Departamento,1.0,1.0,1.0,24,36000,1500
Argentina,Bs.As. G.B.A. Zona Sur,Avellaneda,Departamento,2.0,1.0,2.0,52,75000,1442.307692
Colombia,Cundinamarca,Bogotá D.C,Apartamento,2.0,2.0,2.0,70,104597,1494.242857
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,1.0,50,45417,908.34
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,2.0,102,178915,1754.068627
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,45,69000,1533.333333
Argentina,Santa Fe,Santa Fe,Departamento,3.0,1.0,2.0,55,108000,1963.636364
Colombia,Antioquia,Medellín,Apartamento,2.0,2.0,2.0,64,63309,989.203125
Colombia,Valle del Cauca,Cali,Apartamento,2.0,2.0,1.0,50,15965,319.3
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,2.0,120,89458,745.4833333
Argentina,Bs.As. G.B.A. Zona Sur,La Plata,Departamento,2.0,1.0,1.0,51,90000,1764.705882
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,2.0,66,190000,2878.787879
Colombia,Santander,Bucaramanga,Apartamento,3.0,3.0,2.0,83,42664,514.0240964
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,200,495458,2477.29
Argentina,Capital Federal,Palermo,Departamento,6.0,3.0,3.0,325,2200000,6769.230769
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,33,63000,1909.090909
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,2.0,60,98000,1633.333333
Argentina,Río Negro,Cipolletti,Departamento,3.0,2.0,2.0,75,180000,2400
Colombia,Atlántico,Barranquilla,Apartamento,2.0,2.0,2.0,58,57803,996.6034483
Argentina,Bs.As. G.B.A. Zona Sur,Lanús,Departamento,3.0,2.0,1.0,48,45000,937.5
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,90,66061,734.0111111
Argentina,Bs.As. G.B.A. Zona Norte,General San Martín,Departamento,3.0,2.0,1.0,40,85000,2125
Argentina,Bs.As. G.B.A. Zona Norte,Pilar,Departamento,2.0,1.0,1.0,45,75000,1666.666667
Argentina,Capital Federal,Palermo,Departamento,3.0,2.0,2.0,81,264500,3265.432099
Colombia,Cundinamarca,Bogotá D.C,Apartamento,3.0,3.0,3.0,188,246353,1310.388298
Colombia,Atlántico,Barranquilla,Apartamento,3.0,3.0,2.0,63,39912,633.5238095
Argentina,Buenos Aires Costa Atlántica,Pinamar,Departamento,1.0,1.0,1.0,35,70000,2000
Argentina,Capital Federal,Flores,Departamento,2.0,1.0,1.0,45,95000,2111.111111
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,33,45000,1363.636364
Argentina,Santa Fe,San Lorenzo,Departamento,5.0,3.0,2.0,120,246000,2050
Colombia,Valle del Cauca,Cali,Apartamento,3.0,3.0,3.0,130,123865,952.8076923
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,36,84900,2358.333333
Colombia,Cundinamarca,Bogotá D.C,Apartamento,1.0,1.0,1.0,44,92210,2095.681818
Argentina,Santa Fe,Rosario,Departamento,2.0,1.0,1.0,46,87000,1891.304348
Argentina,Capital Federal,Liniers,Departamento,1.0,1.0,1.0,25,60000,2400
Argentina,Capital Federal,Congreso,Departamento,1.0,1.0,1.0,39,76000,1948.717949
Argentina,Capital Federal,Recoleta,Departamento,2.0,1.0,1.0,40,143500,3587.5
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,2.0,1.0,1.0,30,55000,1833.333333
Argentina,Buenos Aires Costa Atlántica,Mar del Plata,Departamento,1.0,1.0,1.0,32,49000,1531.25
